,temperature,light_intensity,light_dark_ratio,reactor_type,fermentation_mode,open_close_system,reactor_volume,reaction_volume,initial_OD,special_growth,no3_conc,phosphate_conc,co2_perc,air_bubbling,bubbling_speed (ml/min),hco3_conc,nacl_conc,medium_pH,substrate2,substrate2_conc(mg/L),substrate2_enthalpyFormation,genetic_wt,promoterInducer,inducerConc,genetic_mutation,genetic_heterologousInsertion,genetic_precursor,genetic_enzymaticSteps,productExporter,cofactorEnhance,pathwayOptimized,product,product permeability,numberC,numberH,numberN,numberO,product_enthalpyFormation,OD,growth_rate,product_titer,production_rate,paper,cultivation_time,species,ko genes,ox genes,genetic_knockoutSteps,genetic_heterologousSteps,OE_nativeSteps
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,1.4,0.172222222,90,6.842105263,12,22,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,4.2,0.172222222,220,6.842105263,12,41,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,7.3,0.172222222,330,6.842105263,12,59,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,7.4,0.172222222,325,6.842105263,12,70,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,9.6,0.172222222,280,6.842105263,12,93,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0,na,1-genomic,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,1.689189189,0.394144144,10,7.083333333,11,12,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0,na,1-genomic,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,6.418918919,0.394144144,30,7.083333333,11,24,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0,na,1-genomic,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,13.17567568,0.394144144,200,7.083333333,11,48,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0,na,1-genomic,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,12.83783784,0.394144144,220,7.083333333,11,72,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0,na,1-genomic,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,11.48648649,0.394144144,280,7.083333333,11,96,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0,na,1-genomic,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,9.459459459,0.394144144,290,7.083333333,11,120,utex2973,NA,"lysC,ybjE",na,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,988.4,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,0.9,0.186111111,50,7.5,12,16,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,988.4,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,1.4,0.186111111,75,7.5,12,22,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,988.4,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,3.95,0.186111111,195,7.5,12,41,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,988.4,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,7.3,0.186111111,330,7.5,12,59,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,988.4,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,8.2,0.186111111,405,7.5,12,70,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,988.4,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,11.8,0.186111111,510,7.5,12,93,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldh,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,na,1,d-lactate,e,3,6,0,3,-694.08,0.5,0.22,20,8,12,12,utex2973,nbla,ldh,1,1,0
ldh,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,na,1,d-lactate,e,3,6,0,3,-694.08,1.1,0.22,50,8,12,24,utex2973,nbla,ldh,1,1,0
ldh,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,na,1,d-lactate,e,3,6,0,3,-694.08,2.6,0.22,90,8,12,36,utex2973,nbla,ldh,1,1,0
ldh,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,na,1,d-lactate,e,3,6,0,3,-694.08,3.5,0.22,125,8,12,43,utex2973,nbla,ldh,1,1,0
ldh,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,na,1,d-lactate,e,3,6,0,3,-694.08,4.6,0.22,165,8,12,48,utex2973,nbla,ldh,1,1,0
ldh,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,na,1,d-lactate,e,3,6,0,3,-694.08,6.1,0.22,185,8,12,60,utex2973,nbla,ldh,1,1,0
ldh,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,na,1,d-lactate,e,3,6,0,3,-694.08,7.7,0.22,180,8,12,72,utex2973,nbla,ldh,1,1,0
LL,41,50,0,na,1-batch,1-open,na,na,0.05,na,247.1,5.43,5,0,0,0,0,na,na,0,0,1,na,0,na,na,g6p,3,na,na,0,glycogen,i,6,10,0,5,-300000,2.28,0.033352635,1114,8.014388489,38,93,utex2973,NA,NA,na,0,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.01,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,1.351351351,0.591216216,10,8.75,11,12,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.01,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,5.067567568,0.591216216,70,8.75,11,24,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.01,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,19.25675676,0.591216216,280,8.75,11,48,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.01,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,10.60810811,0.591216216,405,8.75,11,72,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.01,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,10.81081081,0.591216216,430,8.75,11,96,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.01,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,8.445945946,0.591216216,470,8.75,11,120,utex2973,NA,"lysC,ybjE",na,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,494.2,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,0.9,0.188888889,50,10,12,16,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,494.2,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,1.4,0.188888889,75,10,12,22,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,494.2,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,4.2,0.188888889,200,10,12,41,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,494.2,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,7.6,0.188888889,360,10,12,59,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,494.2,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,8.6,0.188888889,470,10,12,70,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,494.2,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,12.3,0.188888889,625,10,12,93,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,494.2,10.881,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,0.9,0.173913043,50,11.11111111,12,16,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,494.2,10.881,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,1.4,0.173913043,75,11.11111111,12,22,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,494.2,10.881,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,4.2,0.173913043,200,11.11111111,12,41,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,494.2,10.881,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,7.3,0.173913043,400,11.11111111,12,59,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,494.2,10.881,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,8.2,0.173913043,460,11.11111111,12,70,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,494.2,10.881,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,12.2,0.173913043,635,11.11111111,12,93,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
HL,41,500,0,na,1-batch,1-open,na,na,0.05,na,247.1,5.43,5,0,0,0,0,na,na,0,0,1,na,0,na,na,g6p,3,na,na,0,glycogen,i,6,10,0,5,-300000,2,0.072208738,1090,11.72043011,38,139,utex2973,NA,NA,na,0,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,0.4,0.3,20,14,12,12,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,1.4,0.3,70,14,12,24,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,3,0.3,140,14,12,36,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,4,0.3,190,14,12,43,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,5.5,0.3,260,14,12,48,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,7,0.3,300,14,12,60,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,8.5,0.3,325,14,12,72,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,1.351351351,0.464527027,10,14.79166667,11,12,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,4.72972973,0.464527027,50,14.79166667,11,24,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,15.87837838,0.464527027,60,14.79166667,11,48,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,14.86486486,0.464527027,415,14.79166667,11,72,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,12.16216216,0.464527027,535,14.79166667,11,96,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,10.81081081,0.464527027,565,14.79166667,11,120,utex2973,NA,"lysC,ybjE",na,1,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,na,247.1,5.43,0.5,0,0,0,0,8.2,na,0,0,0,IPTG,0,na,1-genomic,s6p,1,2-cscB,na,1,sucrose,e,12,22,0,11,-2221.2,na,na,1600,22.22222222,20,72,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,na,247.1,5.43,0.5,0,0,0,0,8.2,na,0,0,0,IPTG,1,na,1-genomic,s6p,1,2-cscB,na,1,sucrose,e,12,22,0,11,-2221.2,na,na,1600,22.22222222,20,72,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,na,247.1,5.43,0.5,0,0,0,0,8.2,na,0,0,0,IPTG,1,na,1-genomic,s6p,1,2-cscB,na,1,sucrose,e,12,22,0,11,-2221.2,na,na,1800,25,20,72,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,2-osmoticPressure,247.1,5.43,0.5,0,0,0,200,8.2,na,0,0,0,IPTG,1,na,1-genomic,ipp_dmapp,1,2-cscB,na,0,sucrose,e,12,22,0,11,-2221.2,0.45,0.01875,750,39.58333333,20,24,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,2-osmoticPressure,247.1,5.43,0.5,0,0,0,200,8.2,na,0,0,0,IPTG,1,na,1-genomic,ipp_dmapp,1,2-cscB,na,0,sucrose,e,12,22,0,11,-2221.2,0.6,0.01875,1700,39.58333333,20,48,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,2-osmoticPressure,247.1,5.43,0.5,0,0,0,200,8.2,na,0,0,0,IPTG,1,na,1-genomic,ipp_dmapp,1,2-cscB,na,0,sucrose,e,12,22,0,11,-2221.2,0.75,0.01875,2300,39.58333333,20,72,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,2-osmoticPressure,247.1,5.43,0.5,0,0,0,200,8.2,na,0,0,0,IPTG,1,na,1-genomic,ipp_dmapp,1,2-cscB,na,0,sucrose,e,12,22,0,11,-2221.2,0.79,0.01875,2900,39.58333333,20,96,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,2-osmoticPressure,247.1,5.43,0.5,0,0,0,200,8.2,na,0,0,0,IPTG,1,na,1-genomic,ipp_dmapp,1,2-cscB,na,0,sucrose,e,12,22,0,11,-2221.2,0.85,0.01875,3100,39.58333333,20,120,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,na,247.1,5.43,0.5,0,0,0,0,8.2,na,0,0,0,IPTG,0,na,1-genomic,s6p,1,2-cscB,na,1,sucrose,e,12,22,0,11,-2221.2,na,na,3400,47.22222222,20,72,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,2-osmoticPressure,247.1,5.43,0.5,0,0,0,150,8.2,na,0,0,0,IPTG,0,na,1-genomic,s6p,1,2-cscB,na,0,sucrose,e,12,22,0,11,-2221.2,na,na,6400,53.33333333,20,120,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,2-osmoticPressure,247.1,5.43,0.5,0,0,0,150,8.2,na,0,0,0,IPTG,1,na,1-genomic,s6p,1,2-cscB,na,0,sucrose,e,12,22,0,11,-2221.2,na,na,6600,55,20,120,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,2-osmoticPressure,247.1,5.43,0.5,0,0,0,100,8.2,na,0,0,0,IPTG,1,na,1-genomic,ipp_dmapp,1,2-cscB,na,0,sucrose,e,12,22,0,11,-2221.2,0.95,0.039583333,100,75,20,24,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,2-osmoticPressure,247.1,5.43,0.5,0,0,0,100,8.2,na,0,0,0,IPTG,1,na,1-genomic,ipp_dmapp,1,2-cscB,na,0,sucrose,e,12,22,0,11,-2221.2,1.85,0.039583333,1400,75,20,48,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,2-osmoticPressure,247.1,5.43,0.5,0,0,0,100,8.2,na,0,0,0,IPTG,1,na,1-genomic,ipp_dmapp,1,2-cscB,na,0,sucrose,e,12,22,0,11,-2221.2,2.4,0.039583333,3200,75,20,72,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,2-osmoticPressure,247.1,5.43,0.5,0,0,0,100,8.2,na,0,0,0,IPTG,1,na,1-genomic,ipp_dmapp,1,2-cscB,na,0,sucrose,e,12,22,0,11,-2221.2,2.35,0.039583333,4400,75,20,96,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,2-osmoticPressure,247.1,5.43,0.5,0,0,0,100,8.2,na,0,0,0,IPTG,1,na,1-genomic,ipp_dmapp,1,2-cscB,na,0,sucrose,e,12,22,0,11,-2221.2,2.38,0.039583333,4900,75,20,120,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,2-osmoticPressure,247.1,5.43,0.5,0,0,0,125,8.2,na,0,0,0,IPTG,1,na,1-genomic,ipp_dmapp,1,2-cscB,na,0,sucrose,e,12,22,0,11,-2221.2,0.9,0.0375,1100,91.66666667,20,24,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,2-osmoticPressure,247.1,5.43,0.5,0,0,0,125,8.2,na,0,0,0,IPTG,1,na,1-genomic,ipp_dmapp,1,2-cscB,na,0,sucrose,e,12,22,0,11,-2221.2,1.65,0.0375,2800,91.66666667,20,48,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,2-osmoticPressure,247.1,5.43,0.5,0,0,0,125,8.2,na,0,0,0,IPTG,1,na,1-genomic,ipp_dmapp,1,2-cscB,na,0,sucrose,e,12,22,0,11,-2221.2,2,0.0375,4100,91.66666667,20,72,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,2-osmoticPressure,247.1,5.43,0.5,0,0,0,125,8.2,na,0,0,0,IPTG,1,na,1-genomic,ipp_dmapp,1,2-cscB,na,0,sucrose,e,12,22,0,11,-2221.2,2.15,0.0375,6300,91.66666667,20,96,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,2-osmoticPressure,247.1,5.43,0.5,0,0,0,125,8.2,na,0,0,0,IPTG,1,na,1-genomic,ipp_dmapp,1,2-cscB,na,0,sucrose,e,12,22,0,11,-2221.2,2.05,0.0375,7500,91.66666667,20,120,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,2-osmoticPressure,247.1,5.43,0.5,0,0,0,175,8.2,na,0,0,0,IPTG,1,na,1-genomic,ipp_dmapp,1,2-cscB,na,0,sucrose,e,12,22,0,11,-2221.2,0.75,0.03125,500,91.66666667,20,24,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,2-osmoticPressure,247.1,5.43,0.5,0,0,0,175,8.2,na,0,0,0,IPTG,1,na,1-genomic,ipp_dmapp,1,2-cscB,na,0,sucrose,e,12,22,0,11,-2221.2,1.3,0.03125,2500,91.66666667,20,48,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,2-osmoticPressure,247.1,5.43,0.5,0,0,0,175,8.2,na,0,0,0,IPTG,1,na,1-genomic,ipp_dmapp,1,2-cscB,na,0,sucrose,e,12,22,0,11,-2221.2,1.55,0.03125,4700,91.66666667,20,72,utex2973,NA,NA,na,0,0
